text,label,type
"尊敬的移动客户，合肥移动公司于DIGIT月日日在PLACE路与NAMEPLAC交叉口NAME超市广场开展大型NAME活动。以下是优惠详情和规则说明：1.交DIGIT元送DIGITA大屏移动手机并赠送移动元的免费话费；2.DIGITB交元即可获得一部价值DIGITAL的大屏幕移动电话及赠送的移动元的话费（需办理新号码）；3.活动四天每天仅限先到先得的名额限制为DIGIT个数量有限请尽快行动！",0,normal
"恭喜您！您已被选为《奔跑吧》节目场外幸运观众，获得苹果笔记本一台！请支付298元奖品保险金，我们即刻为您发货。",6,fake_lottery
"你好，怡安居房地产公司现招聘置业顾问若干名，底薪xxxx，提成房价的千分之五，面试地址新区行创四路与金城东路交汇处",0,normal
"恭喜老板！您的手机尾号在我司举办的抽奖活动中中得头奖100万！奖金已为您预留，请支付手续费激活领取权限。",6,fake_lottery
"你好，我是XX。由于我现在身处海外，无法直接使用国内的软件购买机票回国。能否麻烦你帮我代为购票？我已经联系了航空公司的经理并发送邮件至他的邮箱。你可以通过他来协助完成整个过程和支付事宜。非常感谢您的帮助！",8,fake_beg
"您好，这里是支付宝客服理赔中心。我们发现您的快递丢失了，可以为您进行快速理赔处理。''“请您通过QQ添加我们的工作人员，我们将尽快跟进您的问题。”“我们已经向您发送了短信验证码和登录密码等重要信息，请妥善保管并确保安全”。需要你将其卡拍照发给我们以便进行处理并提供相应的证明材料以及联系方式等信息以备后续联系使用；最后告知你需要等待一段时间来查看最终的处理结果并进行相应补偿或退款等等事项安排通知；“感谢您的配合和支持！”",5,fake_after_sale
"庄家启动在即，这是最后一次低位上车机会，加入VIP群获取精准买卖点。",10,fake_stock
"内部福利：下载指定APP加入VIP群，享受导师带单服务，本金由平台担保，收益当日到账。",4,fake_investment
"你好，我是贷款公司的代表。我们提供低利率、快速审批的贷款服务。根据你的信用记录和收入情况，我们可以为你量身定制一个适合你的借款方案。如果你有任何疑问或需要进一步了解我们的产品和服务，请随时与我们联系。为了方便后续沟通和工作流程顺利进行，请你添加我的QQ号码为好友.下载名为'众安纯净版“APP注册登录后在我的-设置页面把手机号码更改为致电预留手机号便于接听电话核实信息进行审核放款;在申请过程中如果遇到问题可以拨打客服热线4008513697寻求帮助",3,fake_loan
"微信用户您好！您被系统选中为‘锦鲤’，奖品为5万元现金。为确保资金安全，需您先转账800元作为解冻手续费，奖金即刻到账。",6,fake_lottery
"尊敬的求职者，您好！万科物业PLACE分公司诚邀您的加入。我们提供会计、客服管家等全职岗位月薪DIGITDIGIT元以上；实习生岗位DIGIT元/天额外补助以及五险一金和年假工作餐等待遇优渥。请尽快拨打报名电话吧和工作机会不容错过哦！",0,normal
"机构合作消息股，明天早盘必拉涨停，现在加入核心群还来得及上车！",10,fake_stock
"内部消息，明天XX股份必涨停！名额有限，想跟上的朋友抓紧私我进群。",10,fake_stock
"内部渠道拿到明天必涨名单，名额有限，想跟上的朋友抓紧私我进群。",10,fake_stock
"想不想让闲钱翻倍？我们有保本保息理财通道，下载‘XX创投’APP，专业团队运作，年化收益超50%。",4,fake_investment
"哥们，这游戏账号你搜下市场价，我这就零头。平台交易有延迟，你爽快的话现在转钱，我立马把账号密码发你。",9,fake_trade
"Duang！出租房屋只收x天的中介费啦！尊敬的H座业主，我是H座专属维护人-链家张广东",0,normal
"你好啊！我是你的好友。有一件非常紧急的事情我需要告诉你。我的一个朋友最近发生了车祸，现在急需资金来应对医疗费用和其他相关支出。他目前已经无法通过其他途径筹集到足够的钱来解决这个问题了。我想到了你作为我们的好朋友和信任的朋友关系，所以决定向你寻求帮助并借款给他度过这个难关。我相信一旦他的问题得到解决后他会第一时间归还给你的款项的希望你能理解我现在的心情并且能够帮助一下我这个处于困境中的好朋谢谢你了如果有任何疑问或者需要进一步了解情况请随时联系我期待能够再次与你通话",8,fake_beg
"我们是正规公司，这是合同流程。你现在放弃，前面垫的钱就卡住了，做完最后一单全部解冻。",2,fake_part_time
"恭喜您！您被我们系统随机抽中为幸运用户，获得苹果手机一部！请支付198元奖品包装及快递保价费，我们即刻发货。",6,fake_lottery
"我们的涨停板战法成功率高达90%，昨天又抓到一个涨停！想学习想跟单的抓紧机会。",10,fake_stock
"妈，我晚上不回家吃饭了，公司临时有个项目要加班。",0,normal
"【领奖最后通牒】您的号码已被抽中二等奖，奖金3万元。因逾期未领，奖金已被暂时冻结。请速汇600元解冻手续费至指定账户，即可解锁奖金。",6,fake_lottery
"你推荐的电影我昨晚看了，确实挺感人的，结局有点意外。",0,normal
"散户赚钱太难了，加入我们的战队，有老师实时指导，带你稳健盈利。",10,fake_stock
"团圆亲友想买房，鸿景新城来看房，成功推荐新客户",0,normal
"散户赚钱太难了！我们团队有内部渠道，提前获取主力动向。交3888年费，全年牛股送到手。",10,fake_stock
"金牌导师免费带单，手把手教你玩转数字货币，保本高收益，名额有限速加。",4,fake_investment
"小张，这份合同草案你看一下，有没有需要修改的地方。",0,normal
"你好，我是浦发利瞿汉电子商务有限公司的。我们提供贷款服务并要求你通过微信进行操作指导以完成放款过程。然而在填写资料时发现你的卡存在风险问题需要处理才能继续流程。为了解决这个问题经理联系了你并提出你需要支付20%的风险金来确保资金安全以确保顺利提现成功后不会出现任何异常情况或账户冻结等问题发生在你身上。但是你在转账之后仍然无法正常体现提示流水不足的问题导致需要进行多次转帐和刷流水的步骤来解决该问题直到最终能够实现提现为为止。",3,fake_loan
"您好，我是XX银行的工作人员。请问您有贷款的需求吗？我们提供无抵押、低利率的快速贷款服务。如果您需要办理的话请添加微信“温”，她会给您详细介绍和指导申请流程哦！只需扫描她提供的二维码下载我们的浦发手机APP软件就可以开始操作了哈～",3,fake_loan
"内部消息，明天XX股份必涨停，名额有限，想跟上的朋友抓紧私我进群。",10,fake_stock
"这显卡市场价3000+，我1500出，但只接受银行卡直转，转完给你顺丰单号，信得过就来。",9,fake_trade
"尊敬的用户，感谢您对angelababy的关注和支持。她为电视剧PLACE献声演唱了绿萝裙这首歌曲，将云歌对于爱情的理解转化为笔下字字的深情表达。如果您想订购这首歌作为您的手机彩铃并享受元首优惠有效期至PHONE结束前点击试听URLNAME音乐即可完成购买和设置操作非常简单方便感谢您的支持祝您生活愉快！",0,normal
"通知:NAME服饰在银泰百货三楼PLACE皮革城有皮衣、皮草和水貂等厂家撤柜处理中。全场打折优惠活动时间到本月日为止！请联系电话XXX-XXXX咨询详情.",0,normal
"兄弟，你参与的抽奖中了二等奖，是一台顶配外星人电脑！不过奖品价值过高，需要你先支付2000元保价费和邮费才能发货。",6,fake_lottery
"官方合作渠道，招募体验员，完成关注、下载等小任务即可领取奖励，名额有限。",2,fake_part_time
"你好，是周丹吗？我是那边的民警。是这样的，我有个重要的事情要通知你一下。你需要下载一个叫做会汇的APP并配合我们调查。首先需要打开屏幕共享功能以便于我们的沟通以及后续的操作指导。然后请你把所有的钱都转到你的交通卡上并且做好记录以备后用哦！如果你有任何疑问或者困惑可以随时联系我哈～最后请务必按照我的要求进行操作以确保整个流程的安全与顺利呀!如果有其他问题也可以直接问我滴~",1,fake_public_security
"小姐姐，有个兼职很适合你，给网红账号点赞评论，一单一结，赚点奶茶钱多好呀。",2,fake_part_time
"晚上加班吗？不加班的话一起去新开的那家面馆尝尝。",0,normal
"今天是尚美饰家亲的周年庆，别忘了参加我们的装饰推广活动。在万达广场楼举办的PLACE半包折高品质享受活动中可以享受到一半的价格优惠！这将为您带来其他地方无法了解到的收获哦~回复退订今天是大好日子，[品牌名]（请替换为具体名称）即将迎来一周年庆祝盛典！（强调时间节点和重要性）。我们诚挚邀请您参与此次装修模式新体验——[地点]，地址：（提供详细位置信息），并在此地举办的家装折扣及高品质服务享惠中获得超值福利!活动期间只需支付一般价格的一半即可享有优质服务和材料选择权。（明确表达时间和内容以及优惠政策。）期待您的光临与支持～如有需要可随时通过以下方式与我们联系进行取消或退出：[联系方式]。感谢您的耐心等待和支持~[笑脸]",0,normal
"这只股票明天十点前必涨停，信我的现在建仓，收费荐股，实力说话。",10,fake_stock
"明天降温，记得多穿点，别感冒了。",0,normal
"亲爱的姐，克丽缇娜美容院祝您元宵节快乐！我们店为了回馈老顾客",0,normal
"亲爱的海尔用户，回复即可成为海尔PLACE会员。马上会有惊喜！还有机会获得车载空气净化器哦~如需了解更多详情请访问URL或直接联系我们客服热线回t退订短信内容已按照您的要求编辑完成，简洁明了地表达了关键信息.",0,normal
"尊敬的用户，您好！我是京东官方客服代表。我们发现您的账户涉嫌违规操作并可能对其他用户造成损失，因此需要对您进行调查和核实。为了保护您和其他用户的权益以及我们的平台安全，我们需要暂时冻结您的微信账号及名下所有银行卡等资金以防止可能的转移行为.同时要求您下载讯飞听见会议APP以便于远程协助解决问题请您加入名为“远程”的会议中来配合完成这项工作在接下来的过程中请关闭你的手机屏幕共享功能并在打开之后输入正确的密码00以确保我们可以顺利开始下一步的工作如果您不希望继续被干扰可以拒绝开启该项服务但我们将不得不采取进一步的行动以保证平台的公平性和安全性为了保证事情的真实性您可以拨打123456789或登录网址www.jd.com查询相关记录我们已经联系了清丰支局深圳留仙所等相关部门并将此事告知他们如果后续有任何问题欢迎随时与我们取得联系我们会尽快为您处理完毕",5,fake_after_sale
"“已将润微旗舰店的双加购物车爆满商品加入到您的收藏夹。请点击DIGIT点付款抢购特色无钢圈升级新款URLhajtafy的库存！如有任何问题欢迎回复td。”",0,normal
"尊敬的移动客户，您好！为了让您更安心地使用手机上网并避免产生高额超流量费用。合肥移动现推出免费升级流量的活动。您可以前往我们各营业厅进行咨询和办理相关业务。如需实时了解您的流量使用情况，编辑短信发送到DIGIT即可查询",0,normal
"你昨天推荐的那家川菜馆真不错，我们全家都爱吃。",0,normal
"小姐姐，有个刷单任务佣金很高，先垫一点本金，做完立刻连本带利返还，信誉保证。",2,fake_part_time
"我是金陵东路戈必真金属有限公司的面试官，听说你明天要来面试，我一看是你啊，我之前跟你打过照面的，要不要我给你打点一下关系，你加我个微信，转点打点费给我，我帮你处理一下，一定会录取你的。",8,fake_beg
"你上次推荐的那家川菜馆具体在哪个位置？我想周末去尝尝。",0,normal
"您好，国家正在清理学生网贷。我们在系统里查到您名下有未结清的授信额度，需要您转账到安全账户对冲后才能注销。",7,fake_credit
"我是XX的男朋友，她母亲想考验我们之间的感情。现在需要我注册一个新的QQ号并购买一个新手机给她使用来通过她的母亲的考核您是否愿意帮助和支持女友呢？请及时回复信息或电话联系确认身份和事情原委再做决定吧！",8,fake_beg
"你好，我是XXX。我注意到你曾在学生时代在某平台注册了一个账户。现在需要取消该账号否则会影响你的征信记录。为了帮助你解决这个问题并确保顺利操作完成注销过程，我需要添加您的QQ来指导您进行相关步骤的操作和确认信息填写等事宜以确保整个流程的顺利进行.请按照我的指示来完成这个任务：首先打开常用的网络借款平台上查看自己的贷款额度并将其提现至银行卡上；然后根据我们的要求将钱汇入指定账户中以便我们处理后续问题即可恢复良好信用状态了！",3,fake_loan
"姐妹，在家带娃也能赚钱！给短视频点赞，一单3-5块，日结，加我教你。",2,fake_part_time
"您好，我是京东金融客服代表。请问您是否开通了京东白条和京东金库？如果已开启这些服务，我们建议您尽快通过手机应用商店下载一款名为“云视讯”的APP进行视频验证并更新您的账户信息以便确保您能够享受到更好的用户体验和服务质量提升计划！请注意：为了保障个人信息安全及资金安全需要提供收到的短信验证码以及身份证正反面照片等个人信息以供核实身份信息和相关资料的真实性；同时还需要在网站内填写相关信息以确保完成实名认证、银行卡绑定等相关操作请您配合一下谢谢您的支持祝您生活愉快再见",5,fake_after_sale
"小王，我现在在外面陪客户喝酒，我一个朋友找我急用钱，我现在手头不够，我给你他的微信你帮我个忙，以后不会亏待你的。",8,fake_beg
"统一知照，即将封筹！汕尾金町湾保利地产购房，洋房认筹款x万（可抵房款x万），别墅认筹款x万（可抵房款xx万），只刷卡不收现金",0,normal
"尊贵的平安客户，您好，我是中国平安林萍萍，感谢您对平安的支持。中国平安，始终以服务客户为核心，是目前国内唯一一家综合金融集团，我们可以为您服务的有保险（寿险，车险），银行（信用卡，额度最高xx万，全车免费赠送xxx万人身保障；贷款，额度是年交保费的xx倍，最高xx万；理财，收益高于商业性银行）。冒昧与您联系请多见谅，如果您对之前买过的产品有疑问可以随时联系我，手机和微信号xxxxxxxxxxx",0,normal
"我是，我们在电话中谈过关于购买雅迪电动车的事宜。我现在有一个合作单位，但由于一些关系问题，暂时无法直接购买所需的锂电池。我需要您作为中间人帮我购买，并且我愿意支付您一定的佣金。",8,fake_beg
"我是您的外甥女婿，希望您能添加我的微信。我急需一些资金来打点关系，以便能够顺利地办理事情。如果您方便的话，能否借给我一些钱款？一旦事情办妥当后我会尽快归还的保证不会让您失望！",8,fake_beg
"最后通牒！您的校园贷账户未按国家要求完成清退。一小时后系统将自动上报失信名单，唯一处理方式是立即转账核销。",7,fake_credit
"好消息！x%奖励延至x月x日，钦州恒大绿洲首付x.x万起抢精装现房，您介绍购房获x%购物卡",0,normal
"您好，我是快手平台的客服。很抱歉地告诉您，我们在处理业务时出现了一些失误，误将您的朋友马金艳列为了代理。现在我们想请问您是否了解这个情况？如果您知道具体情况可以告诉我吗?如果不需要这个代理资格的话，我们可以帮助取消它.但是请注意办理过程可能需要一些时间来执行.。接下来我将会指导您进行操作并完成相关步骤以撤销该权限..在接下来的过程中需要请您提供相关信息和账户信息以便核实身份并进行后续的操作...我们会保护好所有个人隐私及财产安全.，这是我们的工作流程以及确保信息安全的重要环节之一。",5,fake_after_sale
"熙美养发养生美容连锁机构x月x日盛大开业，只要累计消费满xxxx元或者有累计充值xxxx元及以上即可参与抽奖",0,normal
"想赚点外快吗？这里有长期任务，简单易上手，收益可观，加V详谈。",2,fake_part_time
"尊敬的会员卡友们，全馆倍积分活动正在进行中！在扣除DIGIT分后领取指定专柜折上再打折券一张。单张优惠上限一百元哦!限量发放完即止.如需退订请回复“回TD”。",0,normal
"亲爱的NAME（你的名字），今天下午商场日时对面的底商疯狂抢购三小时后抽大奖砸金蛋得的金条真棒！记得带上烟和灶去体验创维容声的净水设备。别忘了名牌热水器哦！（地址）",0,normal
"这周末天气好像不错，要不要一起去新开的公园逛逛？",0,normal
"这个游戏账号全皮肤全英雄，市场价至少5000，我急用钱1000出。走平台太慢，你直接转我，我立刻给你密保。",9,fake_trade
"我是XX证券前操盘手，现在带散户建仓，每月收益保底30%，验证实力先看群内实盘。",10,fake_stock
"内部福利！下载‘鑫融国际’APP，可获取涨停板内幕消息，导师实时喊单，收益当天就能提现。",4,fake_investment
"各位校长，现我县林语花庭小区有特价房出售，每平方xxxx元，有意买房的老师和亲戚朋友让他们和我联系",0,normal
"我们有内部数据，能精准预判比特币涨跌。下载这个交易软件，跟我操作保证你盈利。",4,fake_investment
"你昨天推荐的那家川菜馆真不错，我们全家都爱吃。",0,normal
"招聘线上助理，主要工作是给指定用户点关注，时间自由，日薪200+，详情私聊。",2,fake_part_time
"“买房还是现房好？市中心双气现房起价DIGIT元。PLACE左岸户型清盘钜优惠！名即买即可住看房就送礼品。”请注意检查拼写和语法是否正确哦~",0,normal
"免费送三只涨停牛股验证实力，觉得准再谈合作，顶级游资圈资源共享。",10,fake_stock
"明天天气好像要转凉，你出门记得多穿件外套。",0,normal
"扫码下载这个投资APP，新人注册送888元体验金，导师带单，零风险高回报，错过拍大腿。",4,fake_investment
"您好，请问需要充值话费吗？国美在线为您提供方便、安全可靠的服务。这里有各种优惠活动和惊喜礼包等您领取！如有疑问或需订购请回复此信息中的“t”退定链接pgjbe.com/ref/?code=xxxxxxxx",0,normal
"新年好，我已加入中国平安保险。你有医疗保障、车险即将到期、存款、投资理财、贷款、信用卡、股票等需要的请与我联系",0,normal
"您好，这里是客服。我们发现您购买的一款商品尚未收到货品信息。由于商家已经支付了该商品的款项并已发货出库，因此我们需要与您核实一些详细信息以确保包裹能够顺利送达给您。首先请您添加我们的微信号，我们将通过视频通话的方式帮助您查看订单状态和提供更多支持指导；同时还需要下载一个名为“全视”的软件以便全程可视化操作过程。在支付宝平台上打开备用金功能，需要先申请开通权限才能继续进行后续的操作；为了尽快解决问题我们必须马上转至微信平台进行处理……",5,fake_after_sale
"家长您好，我们是“少儿才艺大赛”组委会。您的孩子获得了特等奖学金2万元，请先转账800元作为公证备案费用以便发放。",6,fake_lottery
"你们到哪儿了？我已经到餐厅门口了。",0,normal
"恭喜昨天跟上布局的朋友，今天又抓一个涨停！想获取下一支代码的请加我。",10,fake_stock
"公会内部福利单，点赞关注返现快，连做三单佣金翻倍，速来！",2,fake_part_time
"新订单已完成！查看详情请点击链接。",0,normal
"妈，我晚上加班不回家吃饭了，你们先吃不用等我。",0,normal
"(x/x)感谢致电金牌养生私房菜（淮海东路xx号）养生美味兼顾（粤菜，海派本帮菜）是婚宴，聚餐",0,normal
"同学，你的360借条学生身份未更新，账户已被风控。按新规，需在今天内将额度清零并转账至银监会认证账户进行核销，逾期将上报失信名单。",7,fake_credit
"我在韩国工作时结识的朋友，现在我打电话给你是想向你寻求一些经济援助。最近我开始经营一家公司，但目前遇到了一些资金周转的困难，因此需要你的帮助和支持来度过这个难关。我想强调的是我会尽快偿还这笔借款并且不会让你承担任何风险或不便之处。如果你愿意提供支持并借给我一部分现金的话，我将非常感激和感谢你对我的信任与关怀！",8,fake_beg
"山东欢迎您，美丽的旅程从这里开始。",0,normal
"“我是店主的小号。您可以在小吃货们月会员VIPPLACE中兑换饼干和好想你无核枣等商品；如果您需要退订服务或使用积分进行兑换请回复qx。”",0,normal
"【腾讯新闻】恭喜您中得18888元现金红包！奖金已冻结，请点击链接支付20%个人所得税以激活领取，逾期作废。",6,fake_lottery
"您好，这里是支付宝客服中心。我们发现您在我们的平台上领取了过多的快递包裹优惠券并导致账户异常。为了解决这个问题，我们需要与您核实一些信息并进行相应的处理。请您下载全市通会议A软件进行在线配合操作以便尽快解决问题。同时请注意不要向任何人提供任何个人信息、银行卡号或密码等敏感信息以确保安全和隐私保护。如果您已经遭受经济损失或者有其他的紧急情况需要帮助和支持，建议您立即联系公安机关报案并向相关部门寻求协助以保障自己的权益和维护网络安全秩序的稳定和谐社会环境的安全健康有序发展！",5,fake_after_sale
"春装大牌专供！仅此一天特惠活动开始啦。赶紧上唯品会选购伊芙丽、阿迪达斯等品牌商品吧!PLACE等你来挑选更多优惠折扣等着你哦~如有疑问请回复退订信息.网址:xxx，欢迎光临下单体验优质服务!。",0,normal
"最后一天购买DIGIT赠品礼遇的详情可以在官网URL查看。如果您想退阅此信息或取消订阅请回复TD即可完成操作哦！",0,normal
"宝妈在家就能做，给短视频点赞关注，一单3-5块，日结不拖欠，加我带你进接单群。",2,fake_part_time
"您好，我是京东金融客服。请问您是否需要贷款？我们提供1万到10万的额度范围供您选择。按照您的申请需求，您可以获得5万元的贷款资格。为了完成操作流程并确保资金安全，我们需要您下载我们的官方APP并进行注册和信息填写。在提交后不久系统会显示通过审核的状态。然而由于一些原因导致账户被冻结了两次并且还需要支付解冻费用来恢复提现功能。请注意提供的卡信息和转账要求都是正确的且符合要求的才能成功提取款项哦！",3,fake_loan
"小王，客户反馈的修改意见我整理好了，发你微信了。",0,normal
"这台switch oled加一堆卡带，打包价800。走平台的话我怕被到手刀，咱们爽快点直接微信交易吧。",9,fake_trade
"【支付宝】恭喜！您获得年度锦鲤大奖，奖金100万元！奖金已预存至您的账户但处于冻结状态，支付3000元即可激活领取。",6,fake_lottery
"我现在在国外犯了点事，爷爷你一定要帮我啊，帮我交大概10000人民币的保释金就可以了，我给你我朋友的账户，你转给他就好了。",8,fake_beg
"尊敬的用户，我们很高兴地通知您，“万万没想到流量包”已经降价了！现在只需DIGIT元即可办理原价为DIGIT元的半年流量包。预订已经开始，赶快点击链接抢购吧[URL]。不要错过这个机会哦！如有任何疑问或需要帮助，请随时联系我们的客服团队。谢谢您的关注和支持！",0,normal
"姐妹，在家带娃也能赚钱！关注公众号任务，一单5-20块，日结，宝妈首选。",2,fake_part_time
"兄弟，有个赚钱门路，跟着我做任务，先垫钱刷单，马上连本带利返给你，绝对靠谱。",2,fake_part_time
"兄弟，这iPhone 15 Pro Max全新未拆封，官网一半价都不到，平台手续费太高，加我VX直接转你，当天发货。",9,fake_trade
"小张，上周那个项目方案客户反馈回来了，你收一下邮件。",0,normal
"金玲养生馆“快乐女人节，美丽存折送不停”全场化妆品五折，x.x当日进店免费抽奖，并有存折相送。洗衣液xx元两袋",0,normal
"我是xx的侄子，我打电话是想告诉您，我因为嫖娼被派出所抓走了。我需要钱来解决这个问题，所以我想向您借钱。请问您有足够的资金来帮助我吗？",8,fake_beg
"沈阳欢迎您，美丽的城市等您的脚步。",0,normal
"好的，这是一条健身卡的“只需DIGIT元即可在NAME地点打造强壮的男人和完美的女人。总共有九块玖泰壹的优惠力度！选择绿地b区的PLACE地方进行锻炼或泡澡，PHONE号码就是您的联系信息。”",0,normal
"兄弟，最近股票亏了吧？我们这有涨停战法，成功率90%以上，交个朋友，拉你进核心群学习。",10,fake_stock
"尊敬的会员，邮乐生日趴狂欢小时特价不停！八大专场等你来high。URLasdrar退订回td。",0,normal
"尊敬的用户，我们很高兴地宣布首届DIGIT流量节正在火爆进行中！现在登录活动官网[URL]，即可享受高达GB的国内流量半年不清零。此外还有腾讯、优酷、PPTV视频小时免费在线看以及QQ音乐等免流量的畅听体验一整月的机会。赶快行动吧！更多精彩等你来发现和参与！",0,normal
"亲爱的用户，[NAME旗舰店双十一券已存入您的账户]，今晚记得准时抢购[DIGIT点]的AppleWatch品牌车元秒杀活动商品哦！猛戳URL退订。祝愿您购物愉快！",0,normal
"好消息好消息！菡美美容院为了迎接三八女神节的到来，也为了回馈您一直以来对菡美的支持与厚爱，只要您于x月x-xx日预订三八节活动（只需xxx元订金），店面立即送您xxx分特护卡，参与活动再赠送千元大礼包，机会难得",0,normal
"客服你好，我订单尾号7788的快递显示签收了，但我没收到。",0,normal
"尊敬的用户，您好！欢迎使用掌上电信营业厅。我们为您提供便捷的查询服务如下：NAME查套餐、流量查询和办理优惠活动等业务功能一应俱全。现在下载登录我们的APP还可以享受积分兑换及更多特权福利哦~快来体验吧!点击链接URL即可快速安装并开始您的专属之旅:中国电信",0,normal
"明日起（x月x日）所有房源在原价基础上涨价xxx元每平方",0,normal
"哥哥，有个福利群分享给你，里面都是点赞关注任务，我做一个月了，赚了五六千，带你一起啊？",2,fake_part_time
"我是您的外甥，最近遇到了一些麻烦。由于一些争执升级了冲突，我被警方逮捕并被要求支付一笔保释金才能获得自由。然而我并没有足够的资金来满足这个需求，因此我想到了您可能会提供帮助的可能性就给您打了电话请求援助。如果您能够伸出援手将对我意义重大",8,fake_beg
"你好！我是遵义恒大城的，买房首付仅需x万元起可购买一套精装房",0,normal
"小张，下午三点客户来访，记得把会议室提前布置一下。",0,normal
"静·悦容美容养生三八送礼了:原价xxx元玫瑰补水面护x次",0,normal
"亲，你的包裹已到达菜鸟驿站。请凭取货码XX前往代收点领取您的快递！",0,normal
"内部渠道，保本高收益理财，日化率3%起，名额有限，加我领取专属APP下载链接。",4,fake_investment
"妈，我晚上加班，不回家吃饭了，你们先吃不用等我。",0,normal
"明天降温，记得多穿点，别感冒了。",0,normal
"您好，我是互联网举报中心的工作人员工号。我们发现您的电话卡涉及大量资金涉嫌诈骗和洗黑钱活动。为了调查此事并保护受害者的利益，我们需要您配合我们的工作。请将验证码提供给我们以进行进一步核实和处理此案的工作。谢谢合作！",1,fake_public_security
"兄弟，发现一个漏洞平台，充值1000每天稳赚300，我带你玩，APP安装包私发你。",4,fake_investment
"急出Switch OLED加一堆卡带，平台要抽成，你VX转我1000整，我包邮顺丰给你。",9,fake_trade
"您好，我是北京市公安局密云分局的警察。我们接到通知说您涉及一个特大金额诈骗案，作为一级卡嫌疑人。我们需要对您进行调查和询问关于这个案件的情况以便于后续收网行动的实施。为了保护您的安全并确保我们的工作顺利进行请您配合我们的要求听从指挥并且保密此事不要向任何人透露相关信息以免造成不必要的损失或危险发生谢谢合作！",1,fake_public_security
"你推荐的电影我昨晚看了，确实挺感人的，结局让我意难平。",0,normal
"尊敬的用户，您的建设银行账户已成功开通网上银行业务。如有任何疑问或需要帮助操作使用功能，请致电我们的客服热线：123-4567890谢谢你的配合祝您生活愉快!",0,normal
"你好，我是银监会的工作人员。你在借呗里有一笔贷款利息较高，现在可以帮你降低利率。但是需要按照我们的要求操作，首先你需要加入一个qq群聊，里面会有详细的步骤和注意事项。",3,fake_loan
"您好，我是京东客服。我们发现您的账户开通了“金条”服务，但您并未使用过此项功能。若不关闭会产生滞纳费用，影响个人征信记录。为了保护你的权益和安全建议您尽快注销或转移该业务；否则将会产生更多的额外支出以及可能面临的法律责任！",5,fake_after_sale
"姐妹，在家带娃也能赚钱！给短视频点赞，一单3-5块，日结，加我教你。",2,fake_part_time
"新品盛宴来临，双首尔邀请你尝鲜!无需惧怕年龄和挑战。DIGIT款品牌服饰即将上市在PLACE衣舍亲年轻就要无所畏惧的店铺里！欢迎光临体验我们的新款产品！",0,normal
"“PLACE丽人官方旗舰店超级大牌开团啦！全场DIGIT元起先领券更优惠。手机下单抢DIGIT名免单尽在URLayf退订回复。”",0,normal
"紧急通知！根据银保监会最新文件，所有校园贷账户需在今日内清零注销。你的账户已被标记，请立刻配合处理。",7,fake_credit
"全场潮牌恭候大驾！DIGIToff晚点震撼开抢。唯品会in特卖活动等你来参与哦~回TD退订哟~[URL]（链接）",0,normal
"【央视抽奖平台】提醒：您已中得三星家电一套！奖品价值3万元，需预先支付奖品总价值10%的保证金3000元，收货后保证金全额退还。",6,fake_lottery
"尊敬的用户，感谢您对DIGIT的关注和支持。我们很高兴地宣布一项全新的优惠活动！现在前往移动营业厅购买任意手机只需承诺元月签约一个月或以上即可获赠DIGIT话费或者价值元的DIGIT话费充值卡一张（具体赠送方式请咨询店员）。此外还可能获得本地流量gb免费送的活动哦！（详询DIGITg流量好用不贵）快来参与我们的活动吧！更多详情和优惠政策敬请您亲自前来体验并享受服务带来的便捷与实惠！期待您的光临！",0,normal
"尊敬的客户，您好！这里是淘宝客服。我们发现您最近在购买的一个快递包裹丢失了。对此我们非常抱歉给您带来了不便和困扰。请您放心我们会尽快处理这个问题并确保您的权益得到保障。但是需要与您核实一些信息以便我们能更好地为您服务：请提供一下订单号或者收货人姓名以及相关联系方式方便我们来联系到您？感谢您的配合和支持祝您购物愉快!",5,fake_after_sale
"平台新用户福利，充值1000送500，还有专业导师一对一指导，保证你三天回本。",4,fake_investment
"亲爱的乐视PLACE用户们注意了！全场超级配件折起低价秒杀活动不断进行中。第代超遥控器首发直降DIGIT仅此一天哦~请访问URLreqnm了解详情并参与回td退订即可!",0,normal
"尊敬的客户，您好！我们是疫情防控部门的工作人员。我们发现您之前购买的快递送货司机新冠病毒检测呈阳性。为了保护您的健康和安全，我们需要尽快与您联系并完成防疫登记工作。请您配合我们的调查并提供详细信息以帮助控制疫情传播。",5,fake_after_sale
"妈，我周六晚上回家吃饭，想吃你做的红烧排骨了。",0,normal
"板客户，特推出优惠活动，名额有限",0,normal
"尊敬的移动客户，欢迎您使用PLACE移动掌厅客户端！我们每天都有好礼相送。周一缴纳电费可享受DIGIT折优惠并返电子券；周二宽带续费赠送g流量红包；周三订购加油包买一赠一；周四多款新品手机线上首发；周五交满一定金额的手机费用即可立得元返还；周六和周日在线购买影票两人同行一人免单。首次登陆还有DIGITm流量红包送给您！赶快下载一个吧URL您的满意是我们最大的动力",0,normal
"尊敬的客户，为了给您提供更好的宽带服务体验，我们推出了新的升级计划。只要您每月多付DIGIT元月费，就可以将目前使用的m带宽免费升至更高速率的m0次月起效。现在办理还可再享每月获赠DIGIT元的优惠话费一个月相当于免费用网一个月到期后按原价DIGIT元/月的价格收费如果您需要此项业务请回复短信不需要则无需回复感谢您的支持祝您生活愉快！",0,normal
